code,namefr,namear,nameen,streetfr,streetar,cityfr,cityar,countryfr,countryar,longitude,latitude,email,phone,fax
CPMS,Centre professionnel de médiation - Branche du Liban Sud,المركز المهني للوساطة في لبنان الجنوبي,Professional Mediation Center - Branch of South Lebanon,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,cpm@usj.edu.lb,+961 (7) 731284 - 5,+961 (7) 720 069
CREA,Centre de recherches et d'études arabes,مركز الأبحاث والدراسات العربيّة,Center for Arab Research and Studies,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,nada.khouryel@usj.edu.lb,+961 (1) 421 000,+961 (1) 421 509
DDA,Direction des admissions,مديرية القبول,Admission Directorate,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,admission@usj.edu.lb,01 / 421 138,+961 421000
EDDSP,École doctorale - Droit et sciences politiques,École doctorale - Droit et sciences politiques,École doctorale - Droit et sciences politiques,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,+961 421000,+961 421000
EDSE,École doctorale - Sciences économiques,École doctorale - Sciences économiques,École doctorale - Sciences économiques,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,+961 421000,+961 421000
EDSHS,École doctorale - Sciences de l'homme et de la société,École doctorale - Sciences de l'homme et de la société,Doctoral School - Human and Society Sciences,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,edshs@usj.edu.lb,+961 (1) 421 549,+961 421000
EDSIT,"École doctorale - Sciences, ingénierie et technologie","École doctorale - Sciences, ingénierie et technologie","École doctorale - Sciences, ingénierie et technologie",Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,+961 421000,+961 421000
ELFS,École libanaise de formation sociale,المَدْرَسة اللُبنانِيّة للتَّدْرِيب الاجْتِماعيّ,Lebanese School of Social Work,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,elfs@usj.edu.lb,+961 (1) 421 220,+961 (1)421 026
ELFSN,École libanaise de formation sociale - Branche du Liban Nord,المدرسة اللبنانيّة للتدريب الاجتماعي - فرع لبنان الشمالي,Lebanese School of Social Work - Branch of North Lebanon,Nord,Nord,Nord,Nord,Nord,Nord,elfs@usj.edu.lb,+961 (6) 400 821,+961 (6) 401 820
ESF,École de sages femmes,مَدْرَسَة القِبالة,School of Midwifery,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,esf@usj.edu.lb,+961 (1) 421 253,+961 (1) 421 023
ESIA,École supérieure d'ingénieurs agroalimentaires,مَعْهَد هَنْدَسة الزِّراعة والصِّناعات الغِذائِيّة العالِي,School of Food Industry Engineering,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,fi.esia@usj.edu.lb,+961 (8) 543 120,+961 (8) 542 522
ESIAM,École supérieure d'ingénieurs d'agronomie méditerranéenne,مَعْهَد الهَنْدَسة الزراعيّة العالي لدُول البحر المتوسّط,School of Agricultural Engineering for Mediterranean Countries,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,esiam@usj.edu.lb,+961 (8) 543 120/1,+961 (8) 542 522
ESIB,École supérieure d'ingénieurs de Beyrouth,مَعْهَد الهَنْدَسة العالِي في بَيروت,School of Engineering in Beirut,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Secretariat.esib@usj.edu.lb - Secretariat2.esib@usj.edu.lb,01/421 312 - 316 -317 -318,+961 (4) 532 645
ESIBN,École supérieure d'ingénieurs de Beyrouth - Branche du Liban Nord,مَعْهَد الهَنْدَسة العالِي في بَيروت - فرع لبنان الشمالي,Beirut Higher Institute for Engineering - Branch of North Lebanon,Nord,Nord,Nord,Nord,Nord,Nord,usj@usj.edu.lb,+961 421000,+961 421000
ESIBS,École supérieure d'ingénieurs de Beyrouth - Branche du Liban Sud,مَعْهَد الهَنْدَسة العالِي في بَيروت - فرع لبنان الجنوبي,Beirut Higher Institute for Engineering- Branch of South Lebanon,Sud,Sud,Sud,Sud,Sud,Sud,usj@usj.edu.lb,+961 421000,+961 421000
ESIBZ,École supérieure d'ingénieurs de Beyrouth - Branche de Zahlé et de la Békaa,مَعْهَد الهَنْدَسة العالِي في بَيروت في زحله والبقاع,Beirut Higher Institute for Engineering- Branch of Zahle and the Bekaa,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,ceuzb@usj.edu.lb,+961 (8) 812 204,+961 421000
ESM,ESMOD - École supérieure des arts et techniques de la mode,المعهد العالي للفنون و تقنيات الموضة,ESMOD - High School of Arts and Fashion Design,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,nicole.massoud@usj.edu.lb,01/421000,+961 421000
ETIB,École de traducteurs et d'interprètes de Beyrouth,مدرسة الترجمة  بيروت,School of Translators and Interpreters of Beirut,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,etib@usj.edu.lb,+961 (1) 421 552,01/421509
ETLAM,École des techniciens de laboratoire d'analyses médicales,مَدْرَسَة التَّحْضِير المَخْبَرِيّ الطِّبّي,School of Medical Lab Technicians,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,etlam@usj.edu.lb,+961 (1) 421 258,+961 421000
FdLN,Faculté de langues et de traduction – Liban-Nord,كلية اللغات الحيّة-فرع لبنان الشمالي,Faculty of Languages - Branch of Northern Lebanon,Nord,Nord,Nord,Nord,Nord,Nord,cel@usj.edu.lb,+961 (6) 400 821,+961 (6) 401 820
FdLS,Faculté de langues et de traduction – Liban-Sud,كليّة اللغات الحيّة-فرع  لبنان الجنوبي,Faculty of Languages - Branch of Southern Lebanon,Sud,Sud,Sud,Sud,Sud,Sud,cel@usj.edu.lb,+961 (7) 731 284,+961 (7) 720 069
FdLT,Faculté de langues et de traduction,كلّية اللغات  والترجمة,Faculty of Languages and Translation,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fdlt@usj.edu.lb,+961 (1) 421 552,+961 (1) 421 509
FdLZ,Faculté de langues et de traduction – Liban-Zahlé, كلية اللغات الحيّة-فرع زحلة والبقاع,Faculty of Languages of Zahle and the Bekaa,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,cel@usj.edu.lb,+961 (8) 812 204,+961 (8) 543 120/1
FDSP,Faculté de droit et des sciences politiques,كُلِّيَة الحُقُوق والعُلوم السِّياسِيّة,Faculty of Law and Political Science,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fdsp@usj.edu.lb,+961 (1) 421 432,+961 (1) 421045
FDSPD,Faculté de droit et des sciences politiques - Branche de Dubaï,فرع كليّة الحقوق دبي,Saint-Joseph University of Law - Dubai Branch,Dubai,Dubai,Dubai,Dubai,Dubai,Dubai,fdspd@usj.edu.lb,+961 421000,+961 421000
FGM,Faculté de gestion et de management,كُلِّيّة إدارة الأَعْمال والعِلم الإداري,Faculty of Business Administration and Management,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fgm@usj.edu.lb,+961 (1) 421 418,+961 421000
FGMN,Faculté de gestion et de management - Branche du Liban Nord,كلية إدارة الأعمال والعلم الإداري - فرع لبنان الشمالي,Faculty of Business Administration and Management - Branch of North Lebanon,Nord,Nord,Nord,Nord,Nord,Nord,fgmn@usj.edu.lb,+961 (6) 400 821,+961 (6) 401 820
FGMS,Faculté de gestion et de management - Branche du Liban Sud,كلية إدارة الأعمال والعلم الإداري في  صيدا البراميه,"Faculty of Business Administration and Management, Branch of Southern Lebanon",Sud,Sud,Sud,Sud,Sud,Sud,fgms@usj.edu.lb,+961 (7) 731 284,+961 (7) 720 069
FGMZ,Faculté de gestion et de management - Branche de Zahlé et de la Békaa,كلية إدارة الأعمال والعلم الإداري في زحله والبقاع,Faculty of Business Administration and Management - Branch of Zahle and the Bekaa,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,fgmz@usj.edu.lb,+961 (8) 812 204,+961 (8) 543 120/1
FI,Faculté d'ingénierie,كليّة الهندسة,Faculty of Engineering,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fi@usj.edu.lb,+961 (1) 421 317,+961 (4) 532 645
FLSH,Faculté des lettres et des sciences humaines,كُلِّيّة الآداب والعُلوم الإنسانيّة,Faculty of Humanities,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,flsh@usj.edu.lb,+961 (1) 421 520,+961 (1) 421 055
FLSHN,Faculté des lettres et des sciences humaines - Branche du Liban Nord,كلية الآداب - فرع لبنان الشمالي,Faculty of Humanities - Branch of North Lebanon,Nord,Nord,Nord,Nord,Nord,Nord,flshn@usj.edu.lb,+961 (6) 400 821,+961 (6) 401 820
FLSHS,Faculté des lettres et des sciences humaines - Branche du Liban Sud,كلية الآداب - فرع لبنان الجنوبي,Faculty of Humanities - Branch of South Lebanon,Sud,Sud,Sud,Sud,Sud,Sud,flshs@usj.edu.lb,+961 (7) 731 284,+961 (7) 720 069
FLSHZ,Faculté des lettres et des sciences humaines  - Branche de Zahlé et de la Békaa,كلية الاداب والعلوم الانسانية في زحلة والبقاع,Faculty of Literature and Humanities - Branch of Zahle and the Bekaa,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,flshz@usj.edu.lb,+961 (8) 812 204,+961 (8) 803 325
FM,Faculté de médecine,كُلِّية الطِّبّ,Faculty of Medicine,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fm@usj.edu.lb,+961 (1) 421 235,+961 (1) 421 023
FMD,Faculté de médecine dentaire,كُلِّيّة طِبّ الأَسْنان,Faculty of Dental Medicine,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fmd@usj.edu.lb,+961 (1) 421 280,+961 (1) 421 024
FP,Faculté de pharmacie,كُلِّيّة الصَّيْدَلة,Faculty of Pharmacy,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fp@usj.edu.lb,+961 (1) 421 259,+961 (1) 421 022
FS,Faculté des sciences,كُلِّيـة العُلـوم,Faculty of Sciences,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fs@usj.edu.lb,+961 (1) 421 368,+961 (4) 532 657
FSE,Faculté de sciences économiques,كُلِّيّة العُلوم الاقْتِصاديّة,Faculty of Economics,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fse@usj.edu.lb,+961 (1) 421 644,+961 (1) 421 649
FSEDU,Faculté des sciences de l'éducation,كُلِّيّة العُلوم التَّربَوِيّة,Faculty of Educational Sciences,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fsedu@usj.edu.lb,+961 (1) 421 579,+961 (1) 421 061
FSEDUS,Faculté des sciences de l'éducation - Branche du Liban Sud,كلّية العلوم التربويّة - فرع لبنان الجنوبي,Faculty of Educational Sciences - Branch of South Lebanon,Sud,Sud,Sud,Sud,Sud,Sud,usj@usj.edu.lb,+961 421000,+961 421000
FSI,Faculté des sciences infirmières,كُلِّيّة العُلوم التَّمْرِيضيّة,Faculty of Nursing Sciences,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fsi@usj.edu.lb,+961 (1) 421 240,+961 (1) 421 025
FSN,Faculté des Sciences - Branche du Liban Nord,كُلِّيـة العُلـوم فرع طرابلس,Faculty of Sciences- Branch of Northern Lebanon,Nord,Nord,Nord,Nord,Nord,Nord,fs@fs.edu.lb,+961 6 400 820/1,+961 421000
FSR,Faculté des sciences religieuses,كُلِّيَة العُلوم الدِّينِيّة,Faculty of Religious Sciences,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fsr@usj.edu.lb,+961 (1) 421 572,+961 (1) 421 060
FSS,Faculté des Sciences - Branche du Liban Sud,كليّة العلوم فرع صيدا,Faculty of Sciences- Branch of Southern Lebanon,Sud,Sud,Sud,Sud,Sud,Sud,fss@fs.usj.edu.lb,+961 7 731 284/5,+961 7 720 069
FSZ,Faculté des Sciences - Branche de Zahlé et de la Békaa,كليّة العلوم فرع زحلة والبقاع,Faculty of Sciences- Branch of Zahle and the Bekaa,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,Zahlé,fs@fs.edu.lb,+961 8 812 204,+961 8 803 325
ICFCS,Institut Confucius,Institut Confucius,Confucius Institute,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,ci@usj.edu.lb;muriel.moubarak@usj.edu.lb,+961 (1) 421 590,+961 421000
IEIC,Institut d'études islamo-chrétiennes,مَعْهَد الدِّراسات الإِسلامِيّة والمَسِيحيّة,Institute of Muslim-Christian Studies,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,ieic@usj.edu.lb,+961 (1) 421 587,+961 421000
IESAV,Institut d'études scéniques audiovisuelles et cinématographiques,مَعْهَد الدِّراسات المَسْرَحِيّة والسَّمْعِيّة المَرْئِيّة والسِّينَمائِيّة,"Institute for Theater, Audiovisual and Cinematographic Studies",Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,iesav@usj.edu.lb,+961 (1) 421 530,+961 (1) 421 056
IET,Institut d'ergothérapie,معهد العلاج الإنشغالي  ,Institute of Occupational Therapy,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,iet@usj.edu.lb;: carla.abizeid@usj.edu.lb,01/421662 ,+961 421000
IGE,Institut de gestion des entreprises,مَعْهَد إدارة الأَعْمال,Institute of Business Administration,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,ige@usj.edu.lb,+961 (1) 421 392/3/4,+961 421000
ILE,Institut libanais d'éducateurs,المَعْهَد اللُبنانيّ لإعداد المُرَبِّين,Lebanese Institute for Educators,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,ile@usj.edu.lb,+961 (1) 421 548,+961 (1) 421 057
ILEN,Institut libanais d'éducateurs - Branche du Liban Nord,المعهد اللبناني لإعداد المربّين - فرع لبنان الشمالي,Lebanese Institute for Educators - North Lebanon Branch,Nord,Nord,Nord,Nord,Nord,Nord,ilen@usj.edu.lb,+961 (6) 400 821,+961 (6) 401 820
ILO,Institut de lettres orientales,مَعْهَد الآداب الشَّرْقِيَّـة,Institute of Oriental Letters,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,ilo@usj.edu.lb,+961 (1) 421 000,+961 (1) 421 059
ILOA,Institut de lettres orientales : Pays arabes (Régime spécial),معهد الآداب الشرقيّة,Institute of Oriental Literature: Arab Countries (special system),Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,ilo@usj.edu.lb,+961 (1) 421 000,+961 (1) 421 059
ILON,Institut des lettres orientales - Branche du Liban Nord,معهد الآداب الشرقيّة - فرع لبنان الشمالي, Institute of Oriental Letters - North Lebanon Branch,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,+961 (6) 400 821,+961 (6) 401 820
INCI,Institut national des télécommunications et de l'informatique,المَعْهَد الوَطَنِي للاتِّصالات والمَعْلُوماتِيّة,National Institute of Telecommunications and Informatics,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,inci@usj.edu.lb,+961 (1) 421 315,+961 (4) 532 645
IPHY,Institut de physiothérapie,مَعْهَد العِلاج الفِيزيائي,Institute of Physiotherapy,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fm.iphy@usj.edu.lb,+961 (1) 421 622,+961 421000
IPM,Institut de psychomotricité,مَعْهَد التَّأهِيل النَّفْس حَرَكيّ,Institute of Psychomotor Therapy,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fm.ipm@usj.edu.lb,+961 (1) 421 617,+961 (1) 421 656
ISEB,Institut supérieur d'études bancaires,المعهد العالي للدراسات المصرفيّة,Higher Institute for Banking Studies,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,iseb@usj.edu.lb;,+961 (1) 421000,+961 421000
ISO,Institut supérieur d'orthophonie,المَعْهَد العالي لتَقْوِيم النُّطْق,Higher Institute of Speech and Language Therapy,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,fm.iso@usj.edu.lb,01/421640,+961 421000
ISP,Institut des sciences politiques,مَعْهَد العُلوم السِّياسِيّة,Institute of Political Science,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,isp@usj.edu.lb,+961 (1) 421 443,+961 (1) 421 050
ISSA,Institut supérieur des sciences de l'assurance,المَعْهَد العالِي لِعُلوم الضَّمان,Higher Institute for Insurance Sciences,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,issa@usj.edu.lb,+961 (1) 421 473,+961 (1) 421 048
ISSP,Institut supérieur de santé publique,المعهد العالي للصحة العامة,Higher Institute of Public Health,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,issp@usj.edu.lb,01/421270,01/421027
ISSR,Institut supérieur de sciences religieuses,المَعْهَد العالِي للعُلوم الدِّينِيّة,Higher Institute of Religious Studies,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,issr@usj.edu.lb,+961 (1) 421 581,+961 (1) 421 580
LABTOX,Laboratoire de toxicologie,مختبر السموم,Toxicology Laboratory,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,hayat.azouri@usj.edu.lb,+961 (1) 421000,01421022
LBIO,Laboratoire de biomatériaux,Laboratoire de biomatériaux,Laboratory of Biomaterials,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,nada.naaman@usj.edu.lb,01-421000,+961 421000
LDCH,Laboratoire de Chimie,Laboratoire de Chimie,Laboratoire de Chimie,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,01/421 000,+961 421000
LDMA,Laboratoire d'informatique,Laboratoire d'informatique,Laboratoire d'informatique,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,01/421 000,+961 421000
LDNH,Laboratoire de nutrition humaine,Laboratoire de nutrition humaine,Laboratory of Human Nutrition,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,khalil.helou@usj.edu.lb,+961 (1) 421000,+961 421000
LDPH,Laboratoire de physique,Laboratoire de physique,Laboratoire de physique,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,01/421 000,+961 421000
LDSVBC,Laboratoire SVT - Biochimie,Laboratoire SVT - Biochimie,Laboratoire SVT - Biochimie,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,01/421 000,+961 421000
LRE,Laboratoire de Recherche en Éducation,مختبر الأبحاث في التربية,Educational Research Laboratory,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,usj@usj.edu.lb,+961(1)421000,+961 421000
OC,Administration,إدارة الجامعة,Administration,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,secg@usj.edu.lb,+961 (1) 421 000,+961 (1) 421 005
SIP,Service de l'insertion professionnelle,دائرة الإندماج المهنيّ,Professional Integration Department,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,sip@usj.edu.lb,01/421000 ,+961 421000
SSPORT,Service du sport,دائرة الرياضة,Department of Sports,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,sports@usj.edu.lb,+961 (1) 421 623,+961 (1) 421 624
STDB,École de traducteurs et d'interprètes - Branche de Dubaï,مدرسة الترجمة - فرع دبي,School of translators and interpreters-Dubai,Dubai,Dubai,Dubai,Dubai,Dubai,Dubai,usj@usj.edu.lb,+961 421000,+961 421000
UFA,Université pour Tous - Branche de Dubaï,جامعة للكلّ-فرع دبي,University for All-Dubai,Dubai,Dubai,Dubai,Dubai,Dubai,Dubai,usj@usj.edu.lb,+961 421000,+961 421000
UGM,Unité de Génétique Médicale,Unité de Génétique Médicale,Medical Genetics Unit,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,ugm@usj.edu.lb,+961 (1) 421 630 /1,+961 (1) 421 632
UNTE,Unité nouvelles technologies éducatives,Unité nouvelles technologies éducatives,New Educational Technology Unit,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,unte@usj.edu.lb,+961 (1) 421 594,+961 421000
UPT,Université pour tous,جامعة للكلّ,University for All,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,Beyrouth,upt@usj.edu.lb,+961 (1) 421 800,+961 (1) 421 080
UPTS,Université pour Tous - Branche du Liban Sud,جامعة للكلّ-فرع لبنان الجنوبي,University for All- Branch of Southern Lebanon,Sud,Sud,Sud,Sud,Sud,Sud,ceuls@usj.edu.lb,01/421000,07/720069 
